Sample_names,EcoLocationID_short,salt_mean,salt_median,salt_mode,salt_max,salt_min,salt_daily_range,salt_q95,salt_q5,salt_sd,temp_mean,temp_median,temp_mode,temp_max,temp_min,temp_daily_range,temp_q95,temp_q5,temp_sd,speed_mean,speed_median,speed_mode,speed_sd,DIC_mean,DIC_median,DIC_mode,DIC_max,DIC_min,DIC_q95,DIC_q5,DIC_sd,NH4_mean,NH4_median,NH4_mode,NH4_max,NH4_min,NH4_q95,NH4_q5,NH4_sd,EpiPAR_sg_mean,EpiPAR_sg_median,EpiPAR_sg_max,EpiPAR_sg_q95,EpiPAR_sg_q5,EpiPAR_sg_sd,Secchi_mean,Secchi_median,Secchi_mode,Secchi_max,Secchi_min,Secchi_q95,Secchi_q5,Secchi_sd,PH_mean,PH_median,PH_mode,PH_max,PH_min,PH_q95,PH_q5,PH_sd,alk_mean,alk_median,alk_mode,alk_max,alk_min,alk_q95,alk_q5,alk_sd,Chl_a_sum_mean,Chl_a_sum_median,Chl_a_sum_max,Chl_a_sum_q95,Chl_a_sum_q5,Chl_a_sum_sd,bPAR_sd
Spis_OCCH_655,OCCH_BA1S,35.16564009,35.25565676,35.38782669,35.55417822,33.1004956,0.032160669,35.46116614,34.58453243,0.295631638,26.84933522,27.05896924,27.21238302,31.41432446,23.16893848,0.244459001,29.74066739,24.01580592,1.889403421,0.097260872,0.086949999,0.161006967,0.067703752,23021.58211,23032.78422,22871.21548,23162.43455,22871.11234,23132.59909,22881.88107,74.68704396,0.074987824,0.044190088,0.032746275,0.443244086,0.025534974,0.227818034,0.029684414,0.089718142,3.47150627,3.027771354,8.971384978,6.738354227,1.737744489,1.787327407,21.02656651,20.7838522,22.97992273,28.78208793,14.52934342,28.36036407,16.09434853,3.894394987,8.0799452,8.079435385,8.109659885,8.113117852,8.042487198,8.111781052,8.046631404,0.022512894,2251.572,2251.809939,2242.550221,2259.391008,2242.550221,2256.382103,2245.578502,3.886470769,0.309446819,0.320460091,0.775141003,0.603063758,0.046475786,0.181915872,8.164867516
Spis_OCCH_659,OCCH_BA1S,35.16564009,35.25565676,35.38782669,35.55417822,33.1004956,0.032160669,35.46116614,34.58453243,0.295631638,26.84933522,27.05896924,27.21238302,31.41432446,23.16893848,0.244459001,29.74066739,24.01580592,1.889403421,0.097260872,0.086949999,0.161006967,0.067703752,23021.58211,23032.78422,22871.21548,23162.43455,22871.11234,23132.59909,22881.88107,74.68704396,0.074987824,0.044190088,0.032746275,0.443244086,0.025534974,0.227818034,0.029684414,0.089718142,3.47150627,3.027771354,8.971384978,6.738354227,1.737744489,1.787327407,21.02656651,20.7838522,22.97992273,28.78208793,14.52934342,28.36036407,16.09434853,3.894394987,8.0799452,8.079435385,8.109659885,8.113117852,8.042487198,8.111781052,8.046631404,0.022512894,2251.572,2251.809939,2242.550221,2259.391008,2242.550221,2256.382103,2245.578502,3.886470769,0.309446819,0.320460091,0.775141003,0.603063758,0.046475786,0.181915872,8.164867516
Spis_OCCH_668,OCCH_BA1S,35.16564009,35.25565676,35.38782669,35.55417822,33.1004956,0.032160669,35.46116614,34.58453243,0.295631638,26.84933522,27.05896924,27.21238302,31.41432446,23.16893848,0.244459001,29.74066739,24.01580592,1.889403421,0.097260872,0.086949999,0.161006967,0.067703752,23021.58211,23032.78422,22871.21548,23162.43455,22871.11234,23132.59909,22881.88107,74.68704396,0.074987824,0.044190088,0.032746275,0.443244086,0.025534974,0.227818034,0.029684414,0.089718142,3.47150627,3.027771354,8.971384978,6.738354227,1.737744489,1.787327407,21.02656651,20.7838522,22.97992273,28.78208793,14.52934342,28.36036407,16.09434853,3.894394987,8.0799452,8.079435385,8.109659885,8.113117852,8.042487198,8.111781052,8.046631404,0.022512894,2251.572,2251.809939,2242.550221,2259.391008,2242.550221,2256.382103,2245.578502,3.886470769,0.309446819,0.320460091,0.775141003,0.603063758,0.046475786,0.181915872,8.164867516
Spis_OCDA_570,OCDA_FR2D,35.2052015,35.29244431,35.42370156,35.58113802,33.64914064,0.035825635,35.49224403,34.62418846,0.268430398,26.48633802,26.77876876,26.78481221,30.11127762,22.99680666,0.23595352,28.96245008,23.78520363,1.764042246,0.053526057,0.051494921,0.057251914,0.041488656,23015.3051,23021.91418,23156.08398,23156.08398,22815.61865,23152.81832,22831.59628,97.85734148,0.044360658,0.040065806,0.059443126,0.142690756,0.025486928,0.078041431,0.026556521,0.023912524,3.902042297,3.786204906,7.516050768,6.633164939,2.010036556,1.723309658,20.02455063,19.9034999,25.15579318,26.69721604,16.81265075,24.67925615,17.35613393,2.402271655,8.08756942,8.089186779,8.095155508,8.119147046,8.040196328,8.118212154,8.048562925,0.02154678,2251.314681,2250.528474,2256.004276,2261.345073,2241.199689,2260.673486,2242.672552,5.290377938,0.361734623,0.372811364,0.52936445,0.490080849,0.180539127,0.100757739,10.48164223
Spis_OCDA_573,OCDA_FR2D,35.2052015,35.29244431,35.42370156,35.58113802,33.64914064,0.035825635,35.49224403,34.62418846,0.268430398,26.48633802,26.77876876,26.78481221,30.11127762,22.99680666,0.23595352,28.96245008,23.78520363,1.764042246,0.053526057,0.051494921,0.057251914,0.041488656,23015.3051,23021.91418,23156.08398,23156.08398,22815.61865,23152.81832,22831.59628,97.85734148,0.044360658,0.040065806,0.059443126,0.142690756,0.025486928,0.078041431,0.026556521,0.023912524,3.902042297,3.786204906,7.516050768,6.633164939,2.010036556,1.723309658,20.02455063,19.9034999,25.15579318,26.69721604,16.81265075,24.67925615,17.35613393,2.402271655,8.08756942,8.089186779,8.095155508,8.119147046,8.040196328,8.118212154,8.048562925,0.02154678,2251.314681,2250.528474,2256.004276,2261.345073,2241.199689,2260.673486,2242.672552,5.290377938,0.361734623,0.372811364,0.52936445,0.490080849,0.180539127,0.100757739,10.48164223
Spis_OCDA_576,OCDA_FR2D,35.2052015,35.29244431,35.42370156,35.58113802,33.64914064,0.035825635,35.49224403,34.62418846,0.268430398,26.48633802,26.77876876,26.78481221,30.11127762,22.99680666,0.23595352,28.96245008,23.78520363,1.764042246,0.053526057,0.051494921,0.057251914,0.041488656,23015.3051,23021.91418,23156.08398,23156.08398,22815.61865,23152.81832,22831.59628,97.85734148,0.044360658,0.040065806,0.059443126,0.142690756,0.025486928,0.078041431,0.026556521,0.023912524,3.902042297,3.786204906,7.516050768,6.633164939,2.010036556,1.723309658,20.02455063,19.9034999,25.15579318,26.69721604,16.81265075,24.67925615,17.35613393,2.402271655,8.08756942,8.089186779,8.095155508,8.119147046,8.040196328,8.118212154,8.048562925,0.02154678,2251.314681,2250.528474,2256.004276,2261.345073,2241.199689,2260.673486,2242.672552,5.290377938,0.361734623,0.372811364,0.52936445,0.490080849,0.180539127,0.100757739,10.48164223
Spis_OCDA_577,OCDA_FR2D,35.2052015,35.29244431,35.42370156,35.58113802,33.64914064,0.035825635,35.49224403,34.62418846,0.268430398,26.48633802,26.77876876,26.78481221,30.11127762,22.99680666,0.23595352,28.96245008,23.78520363,1.764042246,0.053526057,0.051494921,0.057251914,0.041488656,23015.3051,23021.91418,23156.08398,23156.08398,22815.61865,23152.81832,22831.59628,97.85734148,0.044360658,0.040065806,0.059443126,0.142690756,0.025486928,0.078041431,0.026556521,0.023912524,3.902042297,3.786204906,7.516050768,6.633164939,2.010036556,1.723309658,20.02455063,19.9034999,25.15579318,26.69721604,16.81265075,24.67925615,17.35613393,2.402271655,8.08756942,8.089186779,8.095155508,8.119147046,8.040196328,8.118212154,8.048562925,0.02154678,2251.314681,2250.528474,2256.004276,2261.345073,2241.199689,2260.673486,2242.672552,5.290377938,0.361734623,0.372811364,0.52936445,0.490080849,0.180539127,0.100757739,10.48164223
Spis_OCDA_579,OCDA_FR2D,35.2052015,35.29244431,35.42370156,35.58113802,33.64914064,0.035825635,35.49224403,34.62418846,0.268430398,26.48633802,26.77876876,26.78481221,30.11127762,22.99680666,0.23595352,28.96245008,23.78520363,1.764042246,0.053526057,0.051494921,0.057251914,0.041488656,23015.3051,23021.91418,23156.08398,23156.08398,22815.61865,23152.81832,22831.59628,97.85734148,0.044360658,0.040065806,0.059443126,0.142690756,0.025486928,0.078041431,0.026556521,0.023912524,3.902042297,3.786204906,7.516050768,6.633164939,2.010036556,1.723309658,20.02455063,19.9034999,25.15579318,26.69721604,16.81265075,24.67925615,17.35613393,2.402271655,8.08756942,8.089186779,8.095155508,8.119147046,8.040196328,8.118212154,8.048562925,0.02154678,2251.314681,2250.528474,2256.004276,2261.345073,2241.199689,2260.673486,2242.672552,5.290377938,0.361734623,0.372811364,0.52936445,0.490080849,0.180539127,0.100757739,10.48164223
Spis_OCDA_581,OCDA_FR2D,35.2052015,35.29244431,35.42370156,35.58113802,33.64914064,0.035825635,35.49224403,34.62418846,0.268430398,26.48633802,26.77876876,26.78481221,30.11127762,22.99680666,0.23595352,28.96245008,23.78520363,1.764042246,0.053526057,0.051494921,0.057251914,0.041488656,23015.3051,23021.91418,23156.08398,23156.08398,22815.61865,23152.81832,22831.59628,97.85734148,0.044360658,0.040065806,0.059443126,0.142690756,0.025486928,0.078041431,0.026556521,0.023912524,3.902042297,3.786204906,7.516050768,6.633164939,2.010036556,1.723309658,20.02455063,19.9034999,25.15579318,26.69721604,16.81265075,24.67925615,17.35613393,2.402271655,8.08756942,8.089186779,8.095155508,8.119147046,8.040196328,8.118212154,8.048562925,0.02154678,2251.314681,2250.528474,2256.004276,2261.345073,2241.199689,2260.673486,2242.672552,5.290377938,0.361734623,0.372811364,0.52936445,0.490080849,0.180539127,0.100757739,10.48164223
Spis_OCDA_582,OCDA_FR2D,35.2052015,35.29244431,35.42370156,35.58113802,33.64914064,0.035825635,35.49224403,34.62418846,0.268430398,26.48633802,26.77876876,26.78481221,30.11127762,22.99680666,0.23595352,28.96245008,23.78520363,1.764042246,0.053526057,0.051494921,0.057251914,0.041488656,23015.3051,23021.91418,23156.08398,23156.08398,22815.61865,23152.81832,22831.59628,97.85734148,0.044360658,0.040065806,0.059443126,0.142690756,0.025486928,0.078041431,0.026556521,0.023912524,3.902042297,3.786204906,7.516050768,6.633164939,2.010036556,1.723309658,20.02455063,19.9034999,25.15579318,26.69721604,16.81265075,24.67925615,17.35613393,2.402271655,8.08756942,8.089186779,8.095155508,8.119147046,8.040196328,8.118212154,8.048562925,0.02154678,2251.314681,2250.528474,2256.004276,2261.345073,2241.199689,2260.673486,2242.672552,5.290377938,0.361734623,0.372811364,0.52936445,0.490080849,0.180539127,0.100757739,10.48164223
Spis_OCDA_588,OCDA_FR2S,35.19275793,35.29490588,35.42201395,35.64379253,32.93967147,0.033803678,35.51305916,34.54497599,0.310845378,26.75410596,27.06199263,27.16786996,31.55053677,22.99652297,0.283010463,29.63111505,23.82549449,1.934981525,0.074062557,0.064757438,0.067624093,0.056134287,22990.81885,22999.67176,23149.40848,23149.40848,22814.69909,23118.58309,22831.86959,83.99243337,0.08875462,0.039672599,0.029963248,0.34961072,0.024021984,0.294443856,0.025864353,0.091319084,4.645035283,3.336109462,11.89414224,8.534640494,2.080308078,2.657478761,21.71899826,20.91870276,21.28977131,30.87869508,13.01270534,30.40412684,16.42554971,4.851307882,8.073327558,8.071839467,8.067350787,8.114427275,8.026521502,8.107463907,8.030062259,0.024938178,2250.36903,2249.110527,2267.074674,2267.074674,2237.994723,2261.866522,2243.722744,5.711956353,0.255964062,0.305157866,0.509945882,0.491993486,0.029012346,0.173995002,10.48164223
Spis_OCDA_589,OCDA_FR2S,35.19275793,35.29490588,35.42201395,35.64379253,32.93967147,0.033803678,35.51305916,34.54497599,0.310845378,26.75410596,27.06199263,27.16786996,31.55053677,22.99652297,0.283010463,29.63111505,23.82549449,1.934981525,0.074062557,0.064757438,0.067624093,0.056134287,22990.81885,22999.67176,23149.40848,23149.40848,22814.69909,23118.58309,22831.86959,83.99243337,0.08875462,0.039672599,0.029963248,0.34961072,0.024021984,0.294443856,0.025864353,0.091319084,4.645035283,3.336109462,11.89414224,8.534640494,2.080308078,2.657478761,21.71899826,20.91870276,21.28977131,30.87869508,13.01270534,30.40412684,16.42554971,4.851307882,8.073327558,8.071839467,8.067350787,8.114427275,8.026521502,8.107463907,8.030062259,0.024938178,2250.36903,2249.110527,2267.074674,2267.074674,2237.994723,2261.866522,2243.722744,5.711956353,0.255964062,0.305157866,0.509945882,0.491993486,0.029012346,0.173995002,10.48164223
Spis_OCDA_593,OCDA_FR2S,35.19275793,35.29490588,35.42201395,35.64379253,32.93967147,0.033803678,35.51305916,34.54497599,0.310845378,26.75410596,27.06199263,27.16786996,31.55053677,22.99652297,0.283010463,29.63111505,23.82549449,1.934981525,0.074062557,0.064757438,0.067624093,0.056134287,22990.81885,22999.67176,23149.40848,23149.40848,22814.69909,23118.58309,22831.86959,83.99243337,0.08875462,0.039672599,0.029963248,0.34961072,0.024021984,0.294443856,0.025864353,0.091319084,4.645035283,3.336109462,11.89414224,8.534640494,2.080308078,2.657478761,21.71899826,20.91870276,21.28977131,30.87869508,13.01270534,30.40412684,16.42554971,4.851307882,8.073327558,8.071839467,8.067350787,8.114427275,8.026521502,8.107463907,8.030062259,0.024938178,2250.36903,2249.110527,2267.074674,2267.074674,2237.994723,2261.866522,2243.722744,5.711956353,0.255964062,0.305157866,0.509945882,0.491993486,0.029012346,0.173995002,10.48164223
Spis_OCDA_594,OCDA_FR2S,35.19275793,35.29490588,35.42201395,35.64379253,32.93967147,0.033803678,35.51305916,34.54497599,0.310845378,26.75410596,27.06199263,27.16786996,31.55053677,22.99652297,0.283010463,29.63111505,23.82549449,1.934981525,0.074062557,0.064757438,0.067624093,0.056134287,22990.81885,22999.67176,23149.40848,23149.40848,22814.69909,23118.58309,22831.86959,83.99243337,0.08875462,0.039672599,0.029963248,0.34961072,0.024021984,0.294443856,0.025864353,0.091319084,4.645035283,3.336109462,11.89414224,8.534640494,2.080308078,2.657478761,21.71899826,20.91870276,21.28977131,30.87869508,13.01270534,30.40412684,16.42554971,4.851307882,8.073327558,8.071839467,8.067350787,8.114427275,8.026521502,8.107463907,8.030062259,0.024938178,2250.36903,2249.110527,2267.074674,2267.074674,2237.994723,2261.866522,2243.722744,5.711956353,0.255964062,0.305157866,0.509945882,0.491993486,0.029012346,0.173995002,10.48164223
Spis_OCDA_595,OCDA_FR2S,35.19275793,35.29490588,35.42201395,35.64379253,32.93967147,0.033803678,35.51305916,34.54497599,0.310845378,26.75410596,27.06199263,27.16786996,31.55053677,22.99652297,0.283010463,29.63111505,23.82549449,1.934981525,0.074062557,0.064757438,0.067624093,0.056134287,22990.81885,22999.67176,23149.40848,23149.40848,22814.69909,23118.58309,22831.86959,83.99243337,0.08875462,0.039672599,0.029963248,0.34961072,0.024021984,0.294443856,0.025864353,0.091319084,4.645035283,3.336109462,11.89414224,8.534640494,2.080308078,2.657478761,21.71899826,20.91870276,21.28977131,30.87869508,13.01270534,30.40412684,16.42554971,4.851307882,8.073327558,8.071839467,8.067350787,8.114427275,8.026521502,8.107463907,8.030062259,0.024938178,2250.36903,2249.110527,2267.074674,2267.074674,2237.994723,2261.866522,2243.722744,5.711956353,0.255964062,0.305157866,0.509945882,0.491993486,0.029012346,0.173995002,10.48164223
Spis_OCDA_600,OCDA_FR1D,35.2056169,35.29316593,35.42157779,35.57551944,33.64514686,0.036211892,35.49196928,34.62389322,0.267983632,26.49510993,26.79001975,26.78080411,30.11091877,23.03365667,0.240101567,28.96996063,23.78663099,1.762916843,0.051187085,0.054254014,0.062522141,0.04245707,23002.24848,23010.71307,23136.47081,23202.12584,22801.86972,23134.1712,22825.40407,108.5127854,0.036345677,0.034219502,0.030681359,0.076254782,0.02049681,0.053875757,0.024249868,0.011780658,4.21309526,3.743115654,7.751452858,7.702217943,1.807741372,1.886026762,20.72549428,19.6086959,21.37090223,26.20357775,15.20291354,25.67391481,16.59168998,3.013350749,8.082050812,8.0833511,8.059585985,8.108721157,8.051223634,8.108136949,8.056288154,0.016677607,2250.848849,2249.492298,2268.283249,2268.283249,2240.937598,2261.863626,2242.677582,6.140848177,0.351272214,0.346070483,1.067976582,0.490703318,0.171433136,0.175930242,10.93571732
Spis_OCDA_601,OCDA_FR1D,35.2056169,35.29316593,35.42157779,35.57551944,33.64514686,0.036211892,35.49196928,34.62389322,0.267983632,26.49510993,26.79001975,26.78080411,30.11091877,23.03365667,0.240101567,28.96996063,23.78663099,1.762916843,0.051187085,0.054254014,0.062522141,0.04245707,23002.24848,23010.71307,23136.47081,23202.12584,22801.86972,23134.1712,22825.40407,108.5127854,0.036345677,0.034219502,0.030681359,0.076254782,0.02049681,0.053875757,0.024249868,0.011780658,4.21309526,3.743115654,7.751452858,7.702217943,1.807741372,1.886026762,20.72549428,19.6086959,21.37090223,26.20357775,15.20291354,25.67391481,16.59168998,3.013350749,8.082050812,8.0833511,8.059585985,8.108721157,8.051223634,8.108136949,8.056288154,0.016677607,2250.848849,2249.492298,2268.283249,2268.283249,2240.937598,2261.863626,2242.677582,6.140848177,0.351272214,0.346070483,1.067976582,0.490703318,0.171433136,0.175930242,10.93571732
Spis_OCDA_602,OCDA_FR1D,35.2056169,35.29316593,35.42157779,35.57551944,33.64514686,0.036211892,35.49196928,34.62389322,0.267983632,26.49510993,26.79001975,26.78080411,30.11091877,23.03365667,0.240101567,28.96996063,23.78663099,1.762916843,0.051187085,0.054254014,0.062522141,0.04245707,23002.24848,23010.71307,23136.47081,23202.12584,22801.86972,23134.1712,22825.40407,108.5127854,0.036345677,0.034219502,0.030681359,0.076254782,0.02049681,0.053875757,0.024249868,0.011780658,4.21309526,3.743115654,7.751452858,7.702217943,1.807741372,1.886026762,20.72549428,19.6086959,21.37090223,26.20357775,15.20291354,25.67391481,16.59168998,3.013350749,8.082050812,8.0833511,8.059585985,8.108721157,8.051223634,8.108136949,8.056288154,0.016677607,2250.848849,2249.492298,2268.283249,2268.283249,2240.937598,2261.863626,2242.677582,6.140848177,0.351272214,0.346070483,1.067976582,0.490703318,0.171433136,0.175930242,10.93571732
Spis_OCDA_603,OCDA_FR1D,35.2056169,35.29316593,35.42157779,35.57551944,33.64514686,0.036211892,35.49196928,34.62389322,0.267983632,26.49510993,26.79001975,26.78080411,30.11091877,23.03365667,0.240101567,28.96996063,23.78663099,1.762916843,0.051187085,0.054254014,0.062522141,0.04245707,23002.24848,23010.71307,23136.47081,23202.12584,22801.86972,23134.1712,22825.40407,108.5127854,0.036345677,0.034219502,0.030681359,0.076254782,0.02049681,0.053875757,0.024249868,0.011780658,4.21309526,3.743115654,7.751452858,7.702217943,1.807741372,1.886026762,20.72549428,19.6086959,21.37090223,26.20357775,15.20291354,25.67391481,16.59168998,3.013350749,8.082050812,8.0833511,8.059585985,8.108721157,8.051223634,8.108136949,8.056288154,0.016677607,2250.848849,2249.492298,2268.283249,2268.283249,2240.937598,2261.863626,2242.677582,6.140848177,0.351272214,0.346070483,1.067976582,0.490703318,0.171433136,0.175930242,10.93571732
Spis_OCDA_613,OCDA_FR1S,35.19309313,35.29519256,35.41974375,35.62792647,32.93509198,0.033723064,35.50889719,34.55121429,0.307577287,26.74503898,27.0465033,27.15527466,31.51219337,23.03349116,0.278858164,29.6234875,23.82730025,1.928152584,0.07046472,0.064577157,0.073705659,0.056192121,23022.86222,23024.8005,23014.85733,23159.24225,22850.4008,23146.78741,22875.64382,85.032059,0.04284768,0.033965734,0.030453378,0.151517247,0.023514625,0.102573934,0.026884952,0.028526148,5.000564517,4.09018135,10.11287928,9.122421945,2.667703656,2.177359426,22.05921102,20.71048203,26.95830085,28.5508802,14.37704611,28.27581061,17.7460081,3.833134401,8.06175645,8.061645629,8.053483913,8.102063514,8.024907612,8.089985546,8.033631205,0.018930797,2252.638192,2250.101704,2249.040947,2268.93741,2244.199809,2266.100232,2244.64255,7.115013196,0.253587983,0.268685581,0.527276355,0.417533347,0.052309069,0.124955117,10.93571732
Spis_OCDA_670,OCDA_FL1D,35.20431675,35.29362302,35.41960813,35.57347741,33.68213489,0.035578477,35.48967979,34.61431385,0.268187972,26.50703987,26.79001773,26.71330874,30.29801864,23.05853583,0.232320908,29.00011867,23.80296563,1.765744208,0.063251891,0.059727132,0.096165162,0.054747326,22974.68679,22998.28922,23018.22477,23142.88892,22805.80224,23053.23982,22861.27985,74.70202147,0.033399917,0.033456149,0.033456149,0.056414054,0.01481275,0.0487716,0.018332211,0.009823172,4.942971639,4.723544346,9.606235253,8.190747981,2.330178424,1.996672098,22.01897714,20.91006014,26.19925523,29.23749038,16.81728989,27.25834205,17.53241879,3.533593236,8.075547549,8.069261666,8.055984348,8.117099161,8.037173106,8.113784037,8.049026851,0.023287,2250.278335,2250.069333,2256.102285,2260.785139,2238.91636,2256.122184,2243.115038,4.485440416,0.302998288,0.317800691,0.69813361,0.474771541,0.098910874,0.143581171,2.702430019
Spis_OCDA_672,OCDA_FL1D,35.20431675,35.29362302,35.41960813,35.57347741,33.68213489,0.035578477,35.48967979,34.61431385,0.268187972,26.50703987,26.79001773,26.71330874,30.29801864,23.05853583,0.232320908,29.00011867,23.80296563,1.765744208,0.063251891,0.059727132,0.096165162,0.054747326,22974.68679,22998.28922,23018.22477,23142.88892,22805.80224,23053.23982,22861.27985,74.70202147,0.033399917,0.033456149,0.033456149,0.056414054,0.01481275,0.0487716,0.018332211,0.009823172,4.942971639,4.723544346,9.606235253,8.190747981,2.330178424,1.996672098,22.01897714,20.91006014,26.19925523,29.23749038,16.81728989,27.25834205,17.53241879,3.533593236,8.075547549,8.069261666,8.055984348,8.117099161,8.037173106,8.113784037,8.049026851,0.023287,2250.278335,2250.069333,2256.102285,2260.785139,2238.91636,2256.122184,2243.115038,4.485440416,0.302998288,0.317800691,0.69813361,0.474771541,0.098910874,0.143581171,2.702430019
Spis_OCDA_675,OCDA_FL1D,35.20431675,35.29362302,35.41960813,35.57347741,33.68213489,0.035578477,35.48967979,34.61431385,0.268187972,26.50703987,26.79001773,26.71330874,30.29801864,23.05853583,0.232320908,29.00011867,23.80296563,1.765744208,0.063251891,0.059727132,0.096165162,0.054747326,22974.68679,22998.28922,23018.22477,23142.88892,22805.80224,23053.23982,22861.27985,74.70202147,0.033399917,0.033456149,0.033456149,0.056414054,0.01481275,0.0487716,0.018332211,0.009823172,4.942971639,4.723544346,9.606235253,8.190747981,2.330178424,1.996672098,22.01897714,20.91006014,26.19925523,29.23749038,16.81728989,27.25834205,17.53241879,3.533593236,8.075547549,8.069261666,8.055984348,8.117099161,8.037173106,8.113784037,8.049026851,0.023287,2250.278335,2250.069333,2256.102285,2260.785139,2238.91636,2256.122184,2243.115038,4.485440416,0.302998288,0.317800691,0.69813361,0.474771541,0.098910874,0.143581171,2.702430019
Spis_OCDA_677,OCDA_FL1D,35.20431675,35.29362302,35.41960813,35.57347741,33.68213489,0.035578477,35.48967979,34.61431385,0.268187972,26.50703987,26.79001773,26.71330874,30.29801864,23.05853583,0.232320908,29.00011867,23.80296563,1.765744208,0.063251891,0.059727132,0.096165162,0.054747326,22974.68679,22998.28922,23018.22477,23142.88892,22805.80224,23053.23982,22861.27985,74.70202147,0.033399917,0.033456149,0.033456149,0.056414054,0.01481275,0.0487716,0.018332211,0.009823172,4.942971639,4.723544346,9.606235253,8.190747981,2.330178424,1.996672098,22.01897714,20.91006014,26.19925523,29.23749038,16.81728989,27.25834205,17.53241879,3.533593236,8.075547549,8.069261666,8.055984348,8.117099161,8.037173106,8.113784037,8.049026851,0.023287,2250.278335,2250.069333,2256.102285,2260.785139,2238.91636,2256.122184,2243.115038,4.485440416,0.302998288,0.317800691,0.69813361,0.474771541,0.098910874,0.143581171,2.702430019
Spis_OCDA_679,OCDA_FL1D,35.20431675,35.29362302,35.41960813,35.57347741,33.68213489,0.035578477,35.48967979,34.61431385,0.268187972,26.50703987,26.79001773,26.71330874,30.29801864,23.05853583,0.232320908,29.00011867,23.80296563,1.765744208,0.063251891,0.059727132,0.096165162,0.054747326,22974.68679,22998.28922,23018.22477,23142.88892,22805.80224,23053.23982,22861.27985,74.70202147,0.033399917,0.033456149,0.033456149,0.056414054,0.01481275,0.0487716,0.018332211,0.009823172,4.942971639,4.723544346,9.606235253,8.190747981,2.330178424,1.996672098,22.01897714,20.91006014,26.19925523,29.23749038,16.81728989,27.25834205,17.53241879,3.533593236,8.075547549,8.069261666,8.055984348,8.117099161,8.037173106,8.113784037,8.049026851,0.023287,2250.278335,2250.069333,2256.102285,2260.785139,2238.91636,2256.122184,2243.115038,4.485440416,0.302998288,0.317800691,0.69813361,0.474771541,0.098910874,0.143581171,2.702430019
Spis_OCDA_683,OCDA_FL1S,35.19189124,35.29361812,35.41726327,35.61367499,32.94170704,0.033800001,35.50373445,34.55308355,0.306337023,26.74366289,27.03981834,27.16677088,31.42418561,23.05808852,0.268554787,29.63115166,23.82988495,1.92636097,0.077989714,0.068148372,0.098821363,0.065505472,23011.3194,23012.75093,22995.01646,23219.4383,22855.73177,23148.0523,22891.90166,82.20027995,0.045739458,0.035651141,0.034167815,0.215695645,0.020462538,0.064019513,0.027787394,0.037034571,3.555104262,3.307138746,8.273596622,6.58911272,1.245059823,1.72746795,20.15847441,19.13323412,15.43808027,26.81761394,15.22867644,26.3991445,15.77255174,3.287098159,8.077105641,8.074601317,8.120045308,8.126258776,8.044642893,8.119455528,8.045461775,0.025042711,2252.490967,2252.21693,2252.3436,2263.651185,2246.008513,2260.974972,2246.255403,4.498013345,0.324059074,0.352479366,0.56607157,0.50959068,0.071995838,0.138008811,2.702430019
Spis_OCDA_691,OCDA_FL1S,35.19189124,35.29361812,35.41726327,35.61367499,32.94170704,0.033800001,35.50373445,34.55308355,0.306337023,26.74366289,27.03981834,27.16677088,31.42418561,23.05808852,0.268554787,29.63115166,23.82988495,1.92636097,0.077989714,0.068148372,0.098821363,0.065505472,23011.3194,23012.75093,22995.01646,23219.4383,22855.73177,23148.0523,22891.90166,82.20027995,0.045739458,0.035651141,0.034167815,0.215695645,0.020462538,0.064019513,0.027787394,0.037034571,3.555104262,3.307138746,8.273596622,6.58911272,1.245059823,1.72746795,20.15847441,19.13323412,15.43808027,26.81761394,15.22867644,26.3991445,15.77255174,3.287098159,8.077105641,8.074601317,8.120045308,8.126258776,8.044642893,8.119455528,8.045461775,0.025042711,2252.490967,2252.21693,2252.3436,2263.651185,2246.008513,2260.974972,2246.255403,4.498013345,0.324059074,0.352479366,0.56607157,0.50959068,0.071995838,0.138008811,2.702430019
Spis_OCDA_740,OCDA_LA1S,35.19174829,35.29333135,35.42332343,35.65376952,32.85903727,0.035873589,35.51146434,34.54621734,0.309715734,26.73660679,27.03848136,27.1780994,31.46147053,22.96105165,0.287012107,29.58940458,23.81218044,1.928027943,0.082990463,0.069945734,0.087547016,0.056617034,23016.87053,23016.34272,23092.26106,23174.23422,22835.17843,23155.94432,22879.27087,89.71273829,0.047029793,0.033906715,0.329290564,0.329290564,0.020961703,0.064296765,0.022964273,0.059626338,3.967585028,3.651267284,7.315770712,6.988645792,1.69875277,1.827395379,20.92402454,20.01096568,30.20712496,30.20712496,16.88343953,28.29530253,17.02323674,3.592269339,8.075380489,8.076042744,8.028480093,8.120132497,8.028480093,8.113279558,8.04224729,0.02580819,2251.7675,2252.344213,2250.977265,2264.24011,2241.659897,2259.327935,2241.987305,5.779398684,0.27197878,0.29624625,0.540672261,0.467401283,0.085626911,0.134860305,5.558274258
